"","dep_delay","carrier","dep_time"
"2181",39,"UA",1534
"2182",-9,"UA",821
"2183",22,"UA",1810
"2184",4,"MQ",1724
"2185",-9,"US",1251
"2186",-5,"DL",1355
"2187",-9,"UA",746
"2188",-5,"EV",625
"2189",4,"AA",1249
"2190",-4,"DL",1101
"2191",7,"UA",1317
"2192",-3,"VX",1027
"2193",0,"B6",1415
"2194",4,"EV",844
"2195",23,"EV",1100
"2196",-8,"UA",1531
"2197",-7,"B6",1118
"2198",11,"UA",2110
"2199",29,"B6",1759
"2200",-5,"B6",1702
"2201",-4,"DL",556
"2202",-10,"MQ",900
"2203",-6,"DL",1539
"2204",0,"WN",700
"2205",7,"UA",747
"2206",8,"DL",1108
"2207",-7,"US",553
"2208",-4,"UA",1721
"2209",11,"B6",621
"2210",-5,"US",1155
"2211",13,"UA",1722
"2212",-5,"DL",655
"2213",-3,"EV",822
"2214",102,"EV",801
"2215",0,"AA",730
"2216",234,"AA",2114
"2217",-5,"US",954
"2218",-2,"B6",758
"2219",-1,"UA",559
"2220",37,"DL",1937
"2221",-8,"B6",1751
"2222",-2,"DL",2058
"2223",-3,"B6",812
"2224",243,"B6",2106
"2225",15,"B6",1355
"2226",-2,"9E",1558
"2227",6,"EV",1438
"2228",-9,"US",551
"2229",3,"EV",1308
"2230",-8,"MQ",2007
"2231",-6,"9E",1854
"2232",-3,"DL",1542
"2233",-5,"DL",1540
"2234",-1,"UA",644
"2235",-4,"B6",2028
"2236",-3,"DL",1607
"2237",-2,"MQ",1258
"2238",1,"DL",1201
"2239",1,"B6",1431
"2240",-9,"EV",831
"2241",-6,"MQ",1839
"2242",74,"UA",2105
"2243",2,"DL",1932
"2244",1,"AA",901
"2245",1,"UA",630
"2246",0,"MQ",2115
"2247",-1,"WN",1319
"2248",-1,"DL",1139
"2249",-6,"UA",716
"2250",-2,"UA",703
"2251",-4,"UA",656
"2252",-3,"DL",807
"2253",38,"US",1338
"2254",12,"UA",1527
"2255",-6,"DL",759
"2256",-2,"UA",1443
"2257",-6,"B6",904
"2258",-9,"FL",751
"2259",NA,"B6",NA
"2260",2,"UA",802
"2261",-3,"DL",1002
"2262",1,"AA",1456
"2263",7,"EV",1439
"2264",-6,"9E",1814
"2265",-4,"US",754
"2266",9,"B6",1030
"2267",-10,"B6",2220
"2268",-6,"DL",654
"2269",-4,"AA",701
"2270",101,"DL",1740
"2271",-2,"EV",828
"2272",-9,"EV",551
"2273",189,"WN",1649
"2274",-6,"US",1454
"2275",-6,"B6",912
"2276",9,"B6",756
"2277",0,"9E",1810
"2278",-1,"UA",829
"2279",-8,"YV",1952
"2280",21,"VX",1716
"2281",-3,"B6",627
"2282",-8,"MQ",1657
"2283",19,"UA",2118
"2284",-4,"UA",856
"2285",-1,"B6",1150
"2286",-3,"DL",657
"2287",-10,"AA",600
"2288",-10,"DL",1020
"2289",0,"UA",1000
"2290",44,"UA",1754
"2291",-4,"DL",1501
"2292",-4,"MQ",846
"2293",-5,"AA",1120
"2294",51,"EV",1656
"2295",0,"US",1730
"2296",36,"MQ",1851
"2297",-14,"AA",1111
"2298",-4,"DL",1201
"2299",-3,"B6",656
"2300",32,"UA",1835
"2301",-9,"AA",1841
"2302",11,"B6",1440
"2303",-5,"AA",815
"2304",-1,"MQ",1459
"2305",15,"B6",2110
"2306",3,"EV",1210
"2307",55,"WN",2150
"2308",-4,"9E",1451
"2309",-7,"UA",751
"2310",-2,"DL",658
"2311",4,"EV",634
"2312",0,"MQ",1545
"2313",3,"B6",1542
"2314",-6,"AA",1153
"2315",17,"AA",1717
"2316",-2,"B6",825
"2317",49,"UA",2033
"2318",1,"UA",1551
"2319",6,"US",1706
"2320",-4,"9E",1526
"2321",10,"AA",1440
"2322",34,"US",1134
"2323",-7,"EV",724
"2324",-7,"UA",1052
"2325",32,"UA",1421
"2326",27,"DL",1807
"2327",-4,"9E",1801
"2328",10,"AA",735
"2329",1,"UA",811
"2330",-4,"B6",2054
"2331",-3,"B6",642
"2332",34,"US",1739
"2333",NA,"MQ",NA
"2334",27,"AA",1522
"2335",-2,"EV",558
"2336",31,"US",1231
"2337",24,"9E",1923
"2338",-3,"9E",757
"2339",-2,"AA",1848
"2340",-6,"EV",2104
"2341",8,"AA",1613
"2342",28,"EV",2156
"2343",-4,"UA",1442
"2344",-8,"B6",622
"2345",-4,"EV",1007
"2346",0,"MQ",1000
"2347",-6,"9E",1149
"2348",-7,"B6",623
"2349",19,"EV",1329
"2350",0,"EV",1454
"2351",-5,"AA",915
"2352",1,"B6",1628
"2353",0,"MQ",1455
"2354",2,"UA",1001
"2355",-7,"B6",638
"2356",2,"AA",657
"2357",59,"EV",1609
"2358",-9,"UA",601
"2359",-2,"DL",1933
"2360",-6,"DL",1409
"2361",-6,"9E",1129
"2362",-2,"UA",1416
"2363",96,"EV",1137
"2364",10,"DL",1825
"2365",-5,"UA",640
"2366",16,"9E",1300
"2367",-5,"DL",1440
"2368",-5,"AA",705
"2369",135,"DL",2400
"2370",-6,"AA",659
"2371",NA,"MQ",NA
"2372",-4,"MQ",1056
"2373",-5,"AA",705
"2374",-5,"AA",655
"2375",49,"9E",2019
"2376",383,"B6",133
"2377",-7,"9E",808
"2378",-3,"UA",926
"2379",77,"B6",1447
"2380",6,"FL",1416
"2381",-1,"DL",1814
"2382",NA,"9E",NA
"2383",3,"9E",2033
"2384",-1,"B6",624
"2385",1,"EV",1510
"2386",19,"AA",1624
"2387",1,"B6",1920
"2388",-9,"EV",1250
"2389",30,"B6",1400
"2390",49,"EV",2213
"2391",29,"WN",1409
"2392",-1,"WN",709
"2393",-5,"EV",825
"2394",-5,"UA",654
"2395",-4,"B6",755
"2396",4,"AA",1704
"2397",22,"B6",2317
"2398",-4,"B6",2355
"2399",0,"AA",1359
"2400",-3,"UA",2036
"2401",-4,"DL",656
"2402",NA,"EV",NA
"2403",-7,"VX",1253
"2404",1,"UA",1224
"2405",6,"MQ",921
"2406",0,"WN",850
"2407",12,"AA",1137
"2408",94,"UA",1939
"2409",3,"UA",1251
"2410",-3,"UA",923
"2411",-10,"UA",1520
"2412",-6,"UA",1053
"2413",17,"UA",651
"2414",122,"EV",1806
"2415",-5,"9E",925
"2416",-2,"B6",928
"2417",-8,"B6",602
"2418",120,"9E",2020
"2419",-2,"DL",1057
"2420",NA,"9E",NA
"2421",-5,"DL",610
"2422",-7,"UA",1106
"2423",17,"EV",1700
"2424",-3,"UA",1257
"2425",2,"UA",1902
"2426",-6,"EV",1339
"2427",59,"UA",1559
"2428",-7,"EV",633
"2429",-2,"B6",758
"2430",-6,"MQ",1153
"2431",-6,"AA",1324
"2432",-5,"DL",1855
"2433",-6,"DL",1534
"2434",48,"UA",1813
"2435",-4,"EV",748
"2436",2,"UA",722
"2437",-8,"9E",1451
"2438",-8,"B6",1627
"2439",-4,"B6",1436
"2440",51,"DL",1716
"2441",0,"WN",700
"2442",-6,"UA",739
"2443",0,"UA",700
"2444",-1,"B6",1443
"2445",-3,"UA",757
"2446",11,"9E",1911
"2447",32,"DL",2002
"2448",-4,"B6",811
"2449",-5,"DL",1555
"2450",10,"B6",1725
"2451",-4,"B6",821
"2452",-4,"B6",1341
"2453",90,"B6",1900
"2454",56,"B6",1626
"2455",-4,"DL",856
"2456",-2,"EV",1653
"2457",47,"WN",1802
"2458",-3,"MQ",832
"2459",46,"EV",1346
"2460",8,"FL",608
"2461",91,"EV",2041
"2462",17,"EV",1616
"2463",8,"EV",1243
"2464",85,"AA",1240
"2465",8,"UA",1942
"2466",-5,"B6",1124
"2467",-5,"AA",1825
"2468",5,"B6",1635
"2469",0,"UA",715
"2470",-4,"WN",1546
"2471",65,"US",1635
"2472",-9,"MQ",606
"2473",6,"EV",849
"2474",82,"EV",1152
"2475",38,"B6",728
"2476",-8,"AA",1512
"2477",-6,"UA",1129
"2478",-2,"UA",1758
"2479",-4,"EV",556
"2480",-2,"B6",2153
"2481",16,"UA",716
"2482",0,"MQ",1455
"2483",-7,"US",1728
"2484",-2,"DL",1658
"2485",-4,"B6",829
"2486",-5,"B6",1455
"2487",1,"UA",1116
"2488",-1,"AA",1454
"2489",-4,"DL",1725
"2490",2,"UA",1327
"2491",0,"DL",2015
"2492",2,"UA",1127
"2493",53,"WN",1318
"2494",-10,"B6",850
"2495",-2,"EV",723
"2496",19,"EV",1954
"2497",15,"EV",1626
"2498",-5,"AA",1025
"2499",4,"DL",1458
"2500",-2,"AA",628
"2501",17,"WN",1922
"2502",28,"UA",1526
"2503",19,"VX",1649
"2504",-1,"EV",1624
"2505",0,"UA",1630
"2506",-6,"AA",1119
"2507",-2,"UA",523
"2508",-10,"EV",1920
"2509",1,"EV",1921
"2510",141,"B6",1951
"2511",-5,"DL",810
"2512",32,"B6",1417
"2513",-7,"DL",1014
"2514",-4,"MQ",1701
"2515",6,"EV",705
"2516",-5,"B6",1905
"2517",-5,"EV",1547
"2518",-8,"MQ",1252
"2519",-6,"VX",1024
"2520",NA,"AA",NA
"2521",-1,"UA",1931
"2522",21,"9E",1946
"2523",-2,"MQ",1513
"2524",11,"B6",2206
"2525",-10,"HA",950
"2526",-2,"DL",958
"2527",-2,"9E",813
"2528",1,"UA",1436
"2529",136,"B6",801
"2530",-8,"B6",622
"2531",-2,"DL",1733
"2532",-4,"AA",1816
"2533",11,"UA",1058
"2534",0,"B6",945
"2535",54,"MQ",2039
"2536",-3,"EV",1127
"2537",26,"WN",1611
"2538",13,"DL",1908
"2539",259,"DL",2344
"2540",-7,"EV",623
"2541",1,"UA",601
"2542",8,"EV",638
"2543",-12,"9E",1858
"2544",-8,"MQ",622
"2545",-4,"EV",911
"2546",-2,"VX",658
"2547",-5,"DL",1620
"2548",59,"WN",1914
"2549",10,"AA",1945
"2550",5,"UA",1705
"2551",-11,"EV",2008
"2552",-8,"DL",2052
"2553",4,"9E",1604
"2554",0,"UA",1545
"2555",34,"B6",1744
"2556",-9,"DL",551
"2557",2,"EV",1817
"2558",6,"B6",1957
"2559",-5,"AA",710
"2560",-4,"AA",756
"2561",-11,"US",2049
"2562",22,"UA",1309
"2563",-1,"EV",854
"2564",36,"B6",1835
"2565",1,"AA",1726
"2566",-5,"9E",940
"2567",-1,"B6",1939
"2568",32,"B6",2317
"2569",-3,"UA",1527
"2570",-2,"B6",1934
"2571",29,"WN",1359
"2572",-5,"9E",1900
"2573",-2,"DL",1743
"2574",184,"EV",1504
"2575",-5,"DL",1440
"2576",-4,"B6",1156
"2577",16,"US",1816
"2578",187,"AA",2242
"2579",46,"EV",1202
"2580",-4,"MQ",556
"2581",-13,"MQ",1407
"2582",-2,"B6",1457
"2583",0,"9E",955
"2584",-7,"B6",1509
"2585",-5,"UA",700
"2586",-5,"B6",606
"2587",-6,"UA",1154
"2588",4,"US",1708
"2589",49,"EV",2248
"2590",-2,"UA",558
"2591",21,"AA",1401
"2592",-3,"DL",1057
"2593",-8,"B6",952
"2594",3,"UA",1503
"2595",-1,"AA",1029
"2596",-8,"B6",720
"2597",46,"EV",1755
"2598",-10,"DL",650
"2599",16,"US",1616
"2600",-3,"UA",948
"2601",-7,"MQ",2133
"2602",51,"MQ",721
"2603",3,"UA",701
"2604",161,"FL",2314
"2605",-5,"B6",855
"2606",145,"DL",1825
"2607",-2,"UA",750
"2608",NA,"9E",NA
"2609",-4,"EV",1451
"2610",46,"EV",1603
"2611",-6,"US",1724
"2612",-1,"DL",1924
"2613",-2,"MQ",1508
"2614",15,"DL",1610
"2615",-6,"AA",824
"2616",18,"MQ",813
"2617",29,"MQ",924
"2618",21,"B6",1056
"2619",0,"DL",910
"2620",-1,"B6",2129
"2621",-1,"DL",859
"2622",1,"AA",701
"2623",71,"UA",711
"2624",21,"UA",1516
"2625",0,"MQ",2140
"2626",54,"MQ",919
"2627",4,"FL",814
"2628",43,"B6",1518
"2629",-5,"EV",954
"2630",-2,"B6",1558
"2631",-8,"AA",552
"2632",-9,"US",851
"2633",-8,"EV",847
"2634",21,"UA",1429
"2635",50,"B6",2051
"2636",9,"DL",1845
"2637",12,"UA",1341
"2638",25,"AA",1510
"2639",-3,"UA",657
"2640",-2,"WN",1158
"2641",-3,"DL",1627
"2642",1,"UA",1615
"2643",-3,"DL",607
"2644",373,"DL",1343
"2645",94,"AA",1834
"2646",7,"WN",1152
"2647",-8,"EV",552
"2648",-6,"EV",2023
"2649",-7,"DL",908
"2650",-1,"UA",1113
"2651",-7,"B6",829
"2652",-6,"AA",724
"2653",-1,"B6",1754
"2654",25,"UA",1558
"2655",-8,"US",1352
"2656",NA,"EV",NA
"2657",-5,"B6",1420
"2658",-2,"DL",613
"2659",7,"DL",822
"2660",-2,"UA",730
"2661",-1,"UA",644
"2662",-7,"AA",1828
"2663",22,"9E",1957
"2664",1,"UA",1134
"2665",-3,"B6",657
"2666",8,"F9",1335
"2667",-6,"9E",834
"2668",-1,"WN",1229
"2669",10,"WN",1405
"2670",1,"9E",746
"2671",-1,"AA",729
"2672",17,"AA",1332
"2673",5,"B6",1405
"2674",-2,"AA",613
"2675",-11,"US",1119
"2676",-3,"MQ",1202
"2677",-6,"B6",604
"2678",6,"B6",606
"2679",27,"B6",2226
"2680",6,"EV",1451
"2681",-9,"B6",1431
"2682",-1,"MQ",1449
"2683",15,"UA",1555
"2684",-5,"EV",1559
"2685",0,"US",1020
"2686",-8,"B6",1143
"2687",NA,"EV",NA
"2688",-6,"EV",554
"2689",-1,"B6",934
"2690",45,"EV",1024
"2691",-5,"AA",1905
"2692",5,"EV",2104
"2693",-2,"UA",1557
"2694",23,"EV",1718
"2695",-4,"AA",1141
"2696",0,"DL",1729
"2697",-5,"9E",1603
"2698",-7,"US",1053
"2699",-3,"UA",1738
"2700",-8,"EV",1007
"2701",-3,"UA",1450
"2702",173,"UA",1143
"2703",-6,"US",1154
"2704",1,"EV",1431
"2705",-5,"UA",1714
"2706",NA,"AA",NA
"2707",4,"UA",1259
"2708",-4,"EV",1500
"2709",8,"DL",1208
"2710",4,"UA",719
"2711",-3,"9E",1817
"2712",-4,"EV",1726
"2713",-1,"UA",1613
"2714",-4,"UA",1625
"2715",-5,"UA",555
"2716",38,"WN",2108
"2717",0,"EV",805
"2718",-2,"DL",1643
"2719",3,"MQ",603
"2720",3,"UA",828
"2721",12,"UA",711
"2722",0,"DL",1625
"2723",-12,"DL",1923
"2724",NA,"EV",NA
"2725",2,"EV",846
"2726",3,"UA",633
"2727",-4,"AA",611
"2728",2,"WN",832
"2729",-7,"AA",1652
"2730",7,"EV",1652
"2731",0,"WN",710
"2732",-1,"DL",1819
"2733",128,"DL",1606
"2734",20,"B6",1819
"2735",-5,"AA",1845
"2736",-6,"AA",654
"2737",19,"UA",1834
"2738",92,"EV",1449
"2739",34,"B6",2135
"2740",-4,"AA",1716
"2741",-6,"9E",824
"2742",-3,"AA",1337
"2743",-7,"B6",553
"2744",4,"FL",1734
"2745",107,"EV",2117
"2746",-7,"DL",1918
"2747",28,"UA",928
"2748",118,"VX",1828
"2749",14,"MQ",1539
"2750",-5,"AA",935
"2751",-1,"DL",1058
"2752",-2,"UA",853
"2753",-7,"EV",2138
"2754",-4,"US",651
"2755",1,"UA",1530
"2756",-6,"9E",1929
"2757",45,"MQ",1915
"2758",-2,"EV",1221
"2759",0,"UA",855
"2760",20,"DL",1720
"2761",8,"B6",1249
"2762",132,"B6",1942
"2763",0,"DL",1840
"2764",23,"9E",852
"2765",-1,"AA",1844
"2766",-7,"UA",553
"2767",-7,"B6",914
"2768",-2,"DL",928
"2769",-6,"EV",1421
"2770",-5,"AA",1750
"2771",120,"UA",1700
"2772",-1,"UA",759
"2773",-4,"EV",1106
"2774",-5,"DL",1900
"2775",50,"WN",1635
"2776",-3,"B6",1156
"2777",2,"DL",912
"2778",384,"DL",1519
"2779",8,"UA",1713
"2780",-2,"AA",713
"2781",0,"DL",1055
"2782",-4,"US",821
"2783",1,"AA",1701
"2784",-8,"B6",1752
"2785",1,"9E",1500
"2786",-4,"B6",727
"2787",-8,"EV",907
"2788",-5,"EV",1334
"2789",24,"EV",624
"2790",13,"EV",857
"2791",-7,"AA",843
"2792",25,"B6",710
"2793",-3,"UA",630
"2794",-4,"UA",558
"2795",-4,"MQ",1046
"2796",-9,"EV",1040
"2797",-6,"9E",824
"2798",-7,"EV",808
"2799",-2,"DL",1058
"2800",-8,"B6",2247
"2801",-6,"EV",1642
"2802",-11,"UA",1059
"2803",0,"VX",1300
"2804",-3,"EV",557
"2805",-8,"B6",748
"2806",23,"UA",1333
"2807",-5,"DL",1615
"2808",0,"UA",709
"2809",-6,"AA",1019
"2810",99,"EV",809
"2811",1,"UA",1330
"2812",4,"UA",2041
"2813",-2,"DL",653
"2814",-9,"FL",751
"2815",-5,"EV",1511
"2816",1,"MQ",606
"2817",-2,"9E",2028
"2818",8,"AA",1718
"2819",34,"WN",739
"2820",-6,"DL",1409
"2821",-4,"B6",921
"2822",-13,"US",1247
"2823",-9,"B6",551
"2824",16,"UA",616
"2825",-6,"VX",1319
"2826",-4,"AA",1256
"2827",2,"DL",1532
"2828",-5,"FL",810
"2829",-1,"B6",1313
"2830",-6,"EV",1954
"2831",-8,"EV",1630
"2832",-5,"DL",1510
"2833",66,"9E",1751
"2834",-10,"UA",1604
"2835",18,"DL",1718
"2836",2,"WN",1202
"2837",93,"9E",2208
"2838",-1,"9E",1658
"2839",-8,"AA",1457
"2840",-4,"DL",1411
"2841",71,"EV",1741
"2842",-2,"EV",843
"2843",-8,"EV",1300
"2844",-4,"WN",706
"2845",-2,"UA",712
"2846",20,"EV",1545
"2847",28,"US",1228
"2848",4,"EV",1150
"2849",-7,"B6",827
"2850",-1,"DL",1059
"2851",-3,"B6",927
"2852",9,"AA",814
"2853",14,"MQ",1849
"2854",5,"EV",1754
"2855",-10,"MQ",1705
"2856",-7,"AA",1108
"2857",-1,"UA",1628
"2858",-6,"AA",624
"2859",3,"EV",1634
"2860",-1,"DL",1629
"2861",2,"EV",1531
"2862",222,"EV",1952
"2863",9,"EV",1249
"2864",-9,"B6",2236
"2865",0,"DL",800
"2866",3,"EV",808
"2867",-3,"DL",1257
"2868",1,"EV",734
"2869",-5,"UA",1714
"2870",0,"B6",1732
"2871",7,"B6",1207
"2872",-9,"EV",626
"2873",-9,"DL",1036
"2874",118,"EV",858
"2875",-9,"DL",1920
"2876",17,"B6",2152
"2877",219,"AA",2259
"2878",-1,"EV",1841
"2879",-1,"B6",704
"2880",-3,"DL",1057
"2881",-2,"AA",648
"2882",-5,"DL",1233
"2883",84,"DL",1924
"2884",-3,"EV",2032
"2885",-3,"MQ",1157
"2886",5,"DL",1650
"2887",61,"EV",941
"2888",-7,"AA",1458
"2889",-7,"US",553
"2890",-6,"US",2054
"2891",4,"B6",1905
"2892",-2,"DL",1858
"2893",0,"EV",1738
"2894",102,"FL",1552
"2895",-8,"US",552
"2896",8,"MQ",837
"2897",-2,"DL",1723
"2898",-5,"EV",1902
"2899",-6,"EV",1634
"2900",-1,"WN",1114
"2901",-1,"B6",824
"2902",-6,"UA",1723
"2903",-6,"AA",1844
"2904",180,"DL",1740
"2905",28,"UA",1035
"2906",75,"UA",1820
"2907",17,"DL",2017
"2908",87,"UA",2106
"2909",2,"UA",1432
"2910",13,"B6",1851
"2911",196,"EV",2251
"2912",18,"UA",1943
"2913",-1,"DL",619
"2914",-4,"DL",1811
"2915",0,"B6",1405
"2916",8,"US",1453
"2917",4,"UA",1710
"2918",64,"UA",2125
"2919",-3,"UA",557
"2920",-2,"MQ",708
"2921",-7,"EV",755
"2922",-6,"EV",624
"2923",-1,"B6",2000
"2924",-6,"EV",1424
"2925",-4,"DL",701
"2926",-6,"AA",729
"2927",-8,"EV",1107
"2928",0,"DL",2100
"2929",20,"B6",1925
"2930",3,"9E",1903
"2931",12,"UA",1842
"2932",-2,"DL",1338
"2933",-4,"UA",716
"2934",-5,"DL",735
"2935",-8,"EV",1732
"2936",306,"AA",1636
"2937",73,"US",1913
"2938",0,"DL",1935
"2939",-9,"9E",1706
"2940",-4,"US",1825
"2941",-6,"EV",1203
"2942",-1,"DL",1614
"2943",-8,"DL",852
"2944",-14,"EV",651
"2945",-2,"B6",1017
"2946",92,"MQ",1317
"2947",5,"EV",1510
"2948",3,"UA",843
"2949",-2,"EV",803
"2950",21,"UA",741
"2951",2,"AA",1242
"2952",-9,"UA",831
"2953",-3,"EV",912
"2954",13,"MQ",1313
"2955",-3,"DL",1657
"2956",-3,"EV",1256
"2957",-1,"UA",1128
"2958",-6,"DL",1139
"2959",-6,"9E",1517
"2960",-9,"B6",1037
"2961",28,"9E",1843
"2962",-10,"EV",820
"2963",-5,"DL",1025
"2964",12,"UA",2017
"2965",1,"EV",1636
"2966",5,"EV",1305
"2967",19,"B6",1954
"2968",110,"EV",2118
"2969",36,"9E",1626
"2970",2,"B6",2257
"2971",-7,"B6",1428
"2972",3,"DL",1823
"2973",-6,"B6",2102
"2974",51,"B6",1657
"2975",-4,"B6",1555
"2976",7,"B6",2008
"2977",35,"EV",2220
"2978",190,"B6",45
"2979",113,"UA",2246
"2980",17,"9E",1952
"2981",-9,"MQ",746
"2982",115,"EV",2207
"2983",-1,"DL",1900
"2984",-7,"DL",653
"2985",18,"UA",1512
"2986",-9,"AA",656
"2987",NA,"EV",NA
"2988",80,"DL",1120
"2989",60,"HA",1000
"2990",2,"UA",1832
"2991",77,"B6",2057
"2992",62,"EV",1737
"2993",-2,"B6",1318
"2994",-11,"9E",1614
"2995",191,"EV",2251
"2996",60,"AA",1900
"2997",-7,"EV",922
"2998",3,"B6",903
"2999",-2,"DL",1743
"3000",9,"DL",819
"3001",64,"EV",2133
"3002",-2,"DL",658
"3003",2,"9E",1612
"3004",10,"UA",1629
"3005",NA,"WN",NA
"3006",1,"EV",2100
"3007",-5,"UA",1155
"3008",-8,"B6",742
"3009",-9,"EV",2150
"3010",-6,"AA",1649
"3011",-5,"DL",1342
"3012",-5,"B6",603
"3013",-9,"EV",956
"3014",-5,"EV",1150
"3015",-5,"B6",1710
"3016",-4,"B6",1251
"3017",57,"MQ",1737
"3018",7,"B6",807
"3019",26,"9E",1507
"3020",NA,"AA",NA
"3021",6,"DL",1916
"3022",14,"WN",1409
"3023",14,"UA",1359
"3024",-5,"AA",1950
"3025",-2,"EV",1633
"3026",-6,"MQ",844
"3027",NA,"EV",NA
"3028",74,"B6",1439
"3029",-10,"AA",1505
"3030",-11,"EV",659
"3031",-6,"US",639
"3032",-3,"US",1457
"3033",0,"B6",600
"3034",8,"B6",1137
"3035",5,"WN",1535
"3036",6,"AA",1551
"3037",-1,"DL",704
"3038",-6,"B6",724
"3039",-10,"US",1150
"3040",-5,"AA",1155
"3041",-4,"UA",1156
"3042",-2,"B6",758
"3043",6,"UA",1716
"3044",-1,"UA",2144
"3045",1,"EV",2011
"3046",10,"MQ",1755
"3047",-4,"DL",956
"3048",169,"MQ",2059
"3049",0,"WN",600
"3050",10,"UA",1500
"3051",4,"UA",1732
"3052",-1,"AA",1529
"3053",-5,"MQ",1350
"3054",-10,"DL",1040
"3055",NA,"UA",NA
"3056",32,"EV",1553
"3057",28,"B6",1248
"3058",8,"EV",1715
"3059",-8,"B6",552
"3060",-4,"EV",556
"3061",74,"EV",2045
"3062",-4,"UA",858
"3063",107,"UA",1447
"3064",31,"MQ",1430
"3065",-4,"B6",641
"3066",-8,"MQ",1607
"3067",4,"EV",1303
"3068",12,"UA",1222
"3069",NA,"US",NA
"3070",-4,"UA",754
"3071",6,"WN",946
"3072",74,"MQ",2239
"3073",-6,"B6",1955
"3074",59,"UA",1529
"3075",-9,"MQ",2131
"3076",-4,"AA",1956
"3077",-10,"B6",826
"3078",-4,"B6",811
"3079",-3,"EV",2056
"3080",-6,"US",1154
"3081",81,"EV",1258
"3082",9,"B6",1258
"3083",-5,"9E",755
"3084",-4,"UA",1929
"3085",-5,"B6",1630
"3086",-3,"EV",1353
"3087",-5,"AA",825
"3088",57,"UA",2134
"3089",115,"EV",2150
"3090",14,"VX",1314
"3091",-4,"9E",826
"3092",4,"MQ",1714
"3093",-2,"UA",828
"3094",-9,"B6",1251
"3095",0,"MQ",755
"3096",0,"UA",1455
"3097",-6,"DL",1439
"3098",6,"B6",1714
"3099",-10,"EV",2047
"3100",-2,"UA",828
"3101",19,"AA",1204
"3102",16,"MQ",2121
"3103",-4,"AA",806
"3104",-12,"AA",1918
"3105",35,"B6",1702
"3106",-7,"B6",753
"3107",-4,"DL",631
"3108",25,"MQ",1725
"3109",-5,"B6",1654
"3110",25,"9E",1629
"3111",-4,"AA",856
"3112",-2,"DL",658
"3113",-11,"MQ",1509
"3114",-6,"EV",1427
"3115",18,"WN",1123
"3116",-3,"US",557
"3117",-1,"B6",958
"3118",0,"AA",1455
"3119",-8,"EV",622
"3120",-8,"EV",1514
"3121",25,"AA",955
"3122",-5,"WN",1255
"3123",0,"EV",600
"3124",-2,"B6",1817
"3125",-12,"MQ",1833
"3126",-11,"US",849
"3127",-3,"AA",727
"3128",1,"B6",801
"3129",-1,"B6",1048
"3130",2,"UA",1002
"3131",-7,"UA",1407
"3132",-4,"EV",1338
"3133",3,"B6",943
"3134",-3,"WN",1102
"3135",-1,"UA",1759
"3136",-6,"DL",1559
"3137",-6,"UA",954
"3138",1,"MQ",1641
"3139",8,"MQ",1433
"3140",48,"DL",915
"3141",-2,"DL",703
"3142",106,"EV",1711
"3143",-1,"DL",1914
"3144",33,"UA",1733
"3145",-7,"EV",1439
"3146",13,"MQ",1653
"3147",-3,"UA",825
"3148",-8,"B6",2046
"3149",10,"UA",1000
"3150",6,"AA",801
"3151",0,"B6",1710
"3152",-6,"AA",1254
"3153",-1,"EV",559
"3154",-3,"UA",1458
"3155",14,"WN",1354
"3156",33,"AA",1958
"3157",-8,"DL",1607
"3158",13,"US",1513
"3159",-7,"F9",1723
"3160",11,"AA",756
"3161",58,"DL",1943
"3162",-3,"WN",1257
"3163",-2,"UA",1158
"3164",-8,"DL",1137
"3165",-6,"AA",1644
"3166",81,"EV",1648
"3167",51,"AA",2011
"3168",-6,"VX",724
"3169",-2,"AA",743
"3170",-2,"MQ",2058
"3171",49,"UA",2014
"3172",-6,"DL",1623
"3173",44,"AA",1754
"3174",0,"AA",1605
"3175",-6,"UA",1429
"3176",-2,"EV",833
"3177",0,"UA",638
"3178",23,"UA",1420
"3179",11,"FL",2006
"3180",19,"EV",1100
"3181",-5,"EV",1640
"3182",38,"US",1608
"3183",-8,"US",607
"3184",-2,"B6",648
"3185",90,"9E",1629
"3186",-4,"EV",911
"3187",6,"AA",1856
"3188",1,"WN",701
"3189",-3,"UA",727
"3190",-3,"US",557
"3191",4,"B6",1319
"3192",-8,"MQ",1207
"3193",-8,"AA",742
"3194",39,"EV",1423
"3195",-7,"EV",853
"3196",-7,"B6",553
"3197",0,"FL",1430
"3198",-5,"UA",1435
"3199",-2,"UA",555
"3200",NA,"EV",NA
"3201",1,"WN",1356
"3202",45,"DL",1140
"3203",18,"VX",1648
"3204",19,"AA",1509
"3205",-5,"WN",1055
"3206",-4,"EV",1027
"3207",-6,"DL",1649
"3208",4,"FL",1903
"3209",172,"VX",2147
"3210",NA,"MQ",NA
"3211",45,"DL",1645
"3212",-8,"DL",1152
"3213",47,"DL",1647
"3214",-6,"B6",554
"3215",-8,"AA",751
"3216",-2,"DL",658
"3217",-1,"AA",1249
"3218",0,"AA",825
"3219",34,"AA",1804
"3220",-11,"MQ",1609
"3221",-8,"EV",814
"3222",-6,"UA",524
"3223",5,"UA",1604
"3224",-3,"MQ",1356
"3225",-3,"UA",1202
"3226",-5,"MQ",1535
"3227",8,"WN",1748
"3228",2,"US",1017
"3229",61,"EV",2230
"3230",68,"B6",1358
"3231",11,"B6",1742
"3232",130,"MQ",2145
"3233",47,"DL",1522
"3234",0,"EV",1326
